%time,field.x,field.y,field.z
1583763060237706164,-0.0500539258494,-0.00769097688683,7.04153621956e-05
1583763060237750287,-0.0500539258494,-0.00769097688683,7.04153621956e-05
1583763060237936443,-0.0500539099922,-0.00756894763954,6.73605984804e-05
1583763060237981842,-0.0500534400334,-0.00744997251882,-5.77269776792e-05
1583763060238009194,-0.0500534400334,-0.00744997251882,-5.77269776792e-05
1583763060238025842,-0.0500539099922,-0.00756894763954,6.73605984804e-05
1583763060238046513,-0.0502979747878,-0.00756891618631,6.82840501196e-05
1583763060238065591,-0.0502979907585,-0.00769094468626,7.13536965871e-05
1583763060238126828,-0.0504200226516,-0.00769092850018,7.18228586701e-05
1583763060238167414,-0.0505424996129,-0.00756580003864,0.000191238846625
1583763060238205664,-0.0504204681559,-0.00756582334698,0.000190777505137
1583763060238248843,-0.050542038085,-0.00756888450791,6.92074883852e-05
1583763060238289402,-0.0506636072681,-0.00757196043811,-5.2361782262e-05
1583763060238346629,-0.0506640691695,-0.00756886858427,6.96692024771e-05
1583763060238389039,-0.0506640691695,-0.00756886858427,6.96692024771e-05
1583763060238426861,-0.0506640691695,-0.00756886858427,6.96692024771e-05
1583763060238458544,-0.050542038085,-0.00756888450791,6.92074883852e-05
1583763060238498556,-0.050542038085,-0.00756888450791,6.92074883852e-05
1583763060238528585,-0.0504204681559,-0.00756582334698,0.000190777505137
1583763060238566651,-0.0504204450627,-0.00744379470109,0.000187700353204
1583763060238612420,-0.0504204450627,-0.00744379470109,0.000187700353204
1583763060238661844,-0.0501768048095,-0.00731874921616,0.000305762655283
1583763060238713277,-0.0500552556942,-0.00743775359236,0.000430404215622
1583763060238766557,-0.0500552935031,-0.00755978335601,0.000433459154895
1583763060239496082,-0.0501768652818,-0.00756280759258,0.000311887288573
1583763060239537978,-0.0502988974843,-0.00756277695557,0.000312348264407
1583763060239586924,-0.0504209293121,-0.00756274626239,0.000312809235084
1583763060239619050,-0.0504209293121,-0.00756274626239,0.000312809235084
1583763060239652558,-0.050420960222,-0.00768477438445,0.000315886436186
1583763060239734694,-0.0502989283375,-0.00768480545266,0.000315418024238
1583763060239788141,-0.0501769272488,-0.00780686527766,0.000318011930769
1583763060239835307,-0.0501769587929,-0.00792889403323,0.000321074259759
1583763060239872703,-0.0501764997796,-0.00805398493966,0.000202103882883
1583763060239909469,-0.0501764753032,-0.00793195624133,0.00019904160791
1583763060239960092,-0.0501769587929,-0.00792889403323,0.000321074259759
1583763060240000958,-0.0502989595654,-0.00780683389238,0.000318487789294
1583763060240040747,-0.0502989595654,-0.00780683389238,0.000318487789294
1583763060240100098,-0.050420960222,-0.00768477438445,0.000315886436186
1583763060240258888,-0.050420960222,-0.00768477438445,0.000315886436186
1583763060240313309,-0.0504209915074,-0.00780680244914,0.000318963642524
1583763060240383616,-0.0502989283375,-0.00768480545266,0.000315418024238
1583763060240439100,-0.0501769272488,-0.00780686527766,0.000318011930769
1583763060240484233,-0.0502989595654,-0.00780683389238,0.000318487789294
1583763060240535080,-0.0502989595654,-0.00780683389238,0.000318487789294
1583763060240582676,-0.0495718597643,-0.00765171193351,0.00165498522643
1583763060240637376,-0.0495718597643,-0.00765171193351,0.00165498522643
1583763060240687000,-0.0482311190722,-0.00788818404876,0.00202187895305
1583763060240738730,-0.0466476359458,-0.00799488834633,0.00275076386999
1583763060240787436,-0.0451817904307,-0.00798827662072,0.00311089481813
1583763060240850347,-0.0434760560138,-0.00846862692942,0.00360292132346
1583763060240896920,-0.039813145819,-0.0087166711974,0.00371422678437
1583763060240953120,-0.0384726138905,-0.00944919470263,0.00384456728169
1583763060240993466,-0.0371317148615,-0.00969145400866,0.00408691265416
1583763060241044436,-0.0371317148615,-0.00969145400866,0.00408691265416
1583763060241103767,-0.0348112801977,-0.0105613816806,0.00348034691331
1583763060241152154,-0.0348112801977,-0.0105613816806,0.00348034691331
1583763060241212694,-0.0348123096833,-0.0119081994995,0.00325961359982
1583763060241286932,-0.0356650313589,-0.0109303197956,0.00324725195374
1583763060241357460,-0.0361531080259,-0.0116661858932,0.00301903941673
1583763060241422238,-0.037373142189,-0.0117885379882,0.00290635257778
1583763060241488289,-0.037373142189,-0.0117885379882,0.00290635257778
1583763060241543979,-0.0382269808946,-0.0119115777301,0.00279164690655
1583763060241614184,-0.0394474462618,-0.0114191596866,0.00291129703179
1583763060241667104,-0.0412812453486,-0.0105551016838,0.00327039743221
1583763060241749273,-0.0422559463064,-0.00957705842313,0.00325487608736
1583763060241818474,-0.0422559463064,-0.00957705842313,0.00325487608736
1583763060241894722,-0.0433564334738,-0.0100580213874,0.00351477624843
1583763060242021541,-0.0442119602899,-0.0100510266045,0.00376312573379
1583763060242135671,-0.0442119602899,-0.0100510266045,0.00376312573379
1583763060242929563,-0.0446972715246,-0.00981689771797,0.00327193316085
1583763060243128256,-0.0446972715246,-0.00981689771797,0.00327193316085
1583763060243288890,-0.0440840775968,-0.00983141886417,0.00265874270769
1583763060243359748,-0.0442040246384,-0.00959526330922,0.00228781203671
1583763060243560151,-0.0434693726783,-0.00850312698738,0.00201634430843
1583763060243621255,-0.0434693726783,-0.00850312698738,0.00201634430843
1583763060243706281,-0.0438327539675,-0.00630868483765,0.00184768734975
1583763060243942084,-0.0438327539675,-0.00630868483765,0.00184768734975
1583763060243998790,-0.0444435395311,-0.00581178569561,0.00220487103208
1583763060244054661,-0.0448080260036,-0.00557822287053,0.00171229709864
1583763060244126339,-0.0448080260036,-0.00557822287053,0.00171229709864
1583763060244196708,-0.0461487587149,-0.00510011694066,0.00121660419543
1583763060244371706,-0.0461487587149,-0.00510011694066,0.00121660419543
1583763060244402088,-0.0472495460686,-0.00448949860531,0.0012050514097
1583763060244653364,-0.0484695805708,-0.00486071910974,0.000972574763613
1583763060244707855,-0.0495675433818,-0.00474111179194,0.000850172343947
1583763060246241391,-0.0529872046086,-0.00400756028847,0.000838889860429
1583763060246256069,-0.0538411093852,-0.00388841584951,0.000715278909853
1583763060246283380,-0.0538411093852,-0.00388841584951,0.000715278909853
1583763060278442847,-0.0553045017486,-0.004145356045,0.000236772847259
1583763060377650702,-0.0557921111501,-0.00464015745299,7.36087743888e-06
1583763060477678040,-0.0562822330677,-0.00453555596472,-0.000605065369317
1583763060578076714,-0.0559120105642,-0.00503009035668,-0.000836262006929
1583763060678344472,-0.0553013442662,-0.00491460625601,-0.00108522314698
1583763060777516718,-0.0553013442662,-0.00491460625601,-0.00108522314698
1583763060877605593,-0.0544462813056,-0.00540893941722,-0.00131809506236
1583763060978697463,-0.0520030016002,-0.00615873181708,-0.00203789688097
1583763061077478180,-0.0520030016002,-0.00615873181708,-0.00203789688097
1583763061177873163,-0.0500470193273,-0.00652260347815,-0.0020346824689
1583763061277957036,-0.0467470625826,-0.0077627146127,-0.00299331837417
1583763061377965016,-0.0467470625826,-0.0077627146127,-0.00299331837417
1583763061478438939,-0.0431991622227,-0.00948161847606,-0.00370236655961
1583763061577871703,-0.0417326070697,-0.00960873360915,-0.00407296857412
1583763061678355130,-0.040145231239,-0.00997179868808,-0.00407330934592
1583763061778138010,-0.040145231239,-0.00997179868808,-0.00407330934592
1583763061878063503,-0.0391628855877,-0.010467015556,-0.00455661758509
1583763061978316768,-0.0382848648497,-0.00899300586815,-0.010571881028
1583763062077671158,-0.0382848648497,-0.00899300586815,-0.010571881028
1583763062178056133,-0.0403519105692,-0.0107178813245,-0.0107726250863
1583763062278483032,-0.0421773657933,-0.0105091627148,-0.0119882008689
1583763062378374167,-0.0421773657933,-0.0105091627148,-0.0119882008689
1583763062477975707,-0.0435224432055,-0.0106258293288,-0.0113681119207
1583763062578052432,-0.0447428622782,-0.011121440359,-0.0113512431829
1583763062678114736,-0.0460867399287,-0.0111232697792,-0.0110995172237
1583763062777791024,-0.0473071912438,-0.0112490301339,-0.0109676468198
1583763062877451353,-0.0473071912438,-0.0112490301339,-0.0109676468198
1583763062979266086,-0.0464529070621,-0.011244457213,-0.0109725606809
1583763063077418301,-0.0464529070621,-0.011244457213,-0.0109725606809
1583763063178108219,-0.0446215867898,-0.011356683743,-0.0109803578723
1583763063277527202,-0.0446215867898,-0.011356683743,-0.0109803578723
1583763063378044200,-0.0433977966508,-0.0114714615099,-0.0109841335807
1583763063477566436,-0.0433977966508,-0.0114714615099,-0.0109841335807
1583763063578060405,-0.0421760404921,-0.0117089825994,-0.0109861347699
1583763063677948784,-0.0421760404921,-0.0117089825994,-0.0109861347699
1583763063777433723,-0.0407115420045,-0.011820673401,-0.0108703422746
1583763063877640018,-0.0407115420045,-0.011820673401,-0.0108703422746
1583763063977761916,-0.0398564494257,-0.0118185592114,-0.0109975366333
1583763064077748725,-0.0398564494257,-0.0118185592114,-0.0109975366333
1583763064178311374,-0.0394909489175,-0.0116945441081,-0.0110021464932
1583763064277531052,-0.0385171918514,-0.0113207948867,-0.0108929453355
1583763064378003883,-0.038026000587,-0.0114395260681,-0.010892790669
1583763064477363354,-0.038026000587,-0.0114395260681,-0.010892790669
1583763064577852871,-0.0372923328956,-0.0115599305116,-0.0110168319643
1583763064677394036,-0.0369268396808,-0.0114359095484,-0.0110212354404
1583763064777806612,-0.0365607422623,-0.0115537468653,-0.0108990863056
1583763064877532874,-0.0365607422623,-0.0115537468653,-0.0108990863056
1583763064978334385,-0.0364386898925,-0.0115530946199,-0.0108998035146
1583763065077520218,-0.0363172898093,-0.0114303976133,-0.0109027333577
1583763065177806577,-0.0361958899023,-0.0113076998954,-0.0109056483086
1583763065277770015,-0.0361951876461,-0.011309905094,-0.0110277011377
1583763065378510663,-0.0360731347222,-0.0113092445978,-0.0110284034887
1583763065478158691,-0.0359504209948,-0.0114306294948,-0.0110269153963
1583763065578300500,-0.035462866104,-0.0113059408099,-0.0110319140568
1583763065677497592,-0.035462866104,-0.0113059408099,-0.0110319140568
1583763065777854723,-0.0354641886708,-0.0110618465476,-0.0110362354695
1583763065877567668,-0.0354641886708,-0.0110618465476,-0.0110362354695
1583763065978025327,-0.035462866104,-0.0113059408099,-0.0110319140568
1583763066077390808,-0.0352187568076,-0.0113046186849,-0.0110333177301
1583763066178192412,-0.0352187568076,-0.0113046186849,-0.0110333177301
1583763066277931552,-0.0352180957465,-0.0114266657555,-0.0110311720435
1583763066378177681,-0.0350960406181,-0.0114260048242,-0.0110318812078
1583763066477419862,-0.035462205218,-0.011427987354,-0.0110297534775
1583763066578549736,-0.035462205218,-0.011427987354,-0.0110297534775
1583763066677358973,-0.0353415132924,-0.0113031267125,-0.0109105612453
1583763066778446033,-0.0352194584343,-0.0113024730524,-0.0109112627804
1583763066877523275,-0.0352194584343,-0.0113024730524,-0.0109112627804
1583763066978575817,-0.0352187568076,-0.0113046186849,-0.0110333177301
1583763067077484384,-0.035583549986,-0.0114308158217,-0.0111510982456
1583763067177653630,-0.035583549986,-0.0114308158217,-0.0111510982456
1583763067277457517,-0.0357069743474,-0.0113072625865,-0.011030510067
1583763067377385482,-0.0357069743474,-0.0113072625865,-0.011030510067
1583763067477618231,-0.0359503791648,-0.0113107742347,-0.0111511590461
1583763067578273609,-0.0360717643828,-0.0114334873931,-0.0111482587842
1583763067677825175,-0.036316537697,-0.0113127780598,-0.0111490511886
1583763067777865416,-0.0363158348231,-0.0113149905293,-0.0112711035895
1583763067877854992,-0.0363158348231,-0.0113149905293,-0.0112711035895
1583763067978210873,-0.0363144490689,-0.011439247334,-0.0113909434703
1583763068077651874,-0.0365592640148,-0.0114383848314,-0.0112674699915
1583763068177974210,-0.0365592640148,-0.0114383848314,-0.0112674699915
1583763068277617142,-0.0365592640148,-0.0114383848314,-0.0112674699915
1583763068377997322,-0.0365585532628,-0.01144061202,-0.0113895218584
1583763068478308715,-0.0365578710991,-0.0115626558176,-0.0113872946089
1583763068578147464,-0.0366792043269,-0.0115655722159,-0.0115086278368
1583763068677564619,-0.0365564632916,-0.011686926462,-0.0115071194048
1583763068778146467,-0.0365571892067,-0.0116846995321,-0.0113850674412
1583763068877474198,-0.036313084656,-0.0116833359316,-0.0113865188368
1583763068978426080,-0.036191031976,-0.0116826539962,-0.0113872444122
1583763069077570627,-0.036191031976,-0.0116826539962,-0.0113872444122
1583763069178416463,-0.0361917141372,-0.0115606094689,-0.0113894492421
1583763069278412525,-0.0361917141372,-0.0115606094689,-0.0113894492421
1583763069378517981,-0.036191031976,-0.0116826539962,-0.0113872444122
1583763069477829479,-0.0360675640113,-0.011806213746,-0.0115078257359
1583763069577837391,-0.0360675640113,-0.011806213746,-0.0115078257359
1583763069677847576,-0.0359462003063,-0.0116834795577,-0.0115107486269
1583763069777666332,-0.0358248723278,-0.0116806076498,-0.0113894206484
1583763069877877274,-0.0358248367815,-0.0115607446599,-0.0115136566256
1583763069978320632,-0.0359462003063,-0.0116834795577,-0.0115107486269
1583763070077577997,-0.0359476081514,-0.0115592447907,-0.0113908852557
1583763070178431883,-0.0358255547578,-0.0115585623179,-0.01139160314
1583763070277523887,-0.0358255547578,-0.0115585623179,-0.01139160314
1583763070377848807,-0.0358255547578,-0.0115585623179,-0.01139160314
1583763070477803941,-0.0358255547578,-0.0115585623179,-0.01139160314
1583763070578157089,-0.0358255547578,-0.0115585623179,-0.01139160314
1583763070678036677,-0.0358255547578,-0.0115585623179,-0.01139160314
1583763070778920740,-0.0358262374537,-0.0114365169029,-0.0113937857133
1583763070877889839,-0.0357034734349,-0.0114380090563,-0.011516549732
1583763070978382790,-0.0357034734349,-0.0114380090563,-0.011516549732
1583763071078700801,-0.035582130047,-0.0114351511581,-0.0113952063441
1583763071177975773,-0.0353636152965,-0.0117180664881,-0.00675203358864
1583763071277514953,-0.0350998685767,-0.0121496095314,0.0103468543202
1583763071377858836,-0.0353529302512,-0.0127853412824,0.0296518282556
1583763071477545297,-0.035628034758,-0.0135256534062,0.0496935210669
1583763071578142375,-0.0358034546068,-0.0139889094025,0.0715658892395
1583763071677755603,-0.0358741592951,-0.0143164508062,0.094424177575
1583763071778447125,-0.0359578046967,-0.0147835684542,0.116322017609
1583763071878012364,-0.0360043866342,-0.0148023114266,0.136018005541
1583763071978060396,-0.0357472576251,-0.0139843650249,0.155956910744
1583763072077541497,-0.0353814341647,-0.013263704308,0.178238293254
1583763072178601502,-0.0351432986048,-0.0128003424596,0.199562260266
1583763072277641979,-0.0353352870706,-0.0117957858192,0.2214015299
1583763072378249123,-0.0352155637764,-0.0114512320632,0.242536165596
1583763072477579980,-0.0350941949864,-0.0111034669825,0.264063515846
1583763072578418378,-0.0348667268797,-0.0108951208169,0.285745181955
1583763072678600230,-0.0348984831601,-0.0107800437106,0.307222532912
1583763072778606801,-0.0347515462262,-0.0103258828726,0.328610151319
1583763072878146414,-0.0346205751325,-0.00999564063065,0.350040805012
1583763072978298455,-0.034626661518,-0.00977245159032,0.371135115446
1583763073077969170,-0.0345130184689,-0.00956896409273,0.392513954925
1583763073178016717,-0.034541374444,-0.00946900252911,0.413558897371
1583763073278088880,-0.0345217765819,-0.00912390300626,0.435032324613
1583763073378129471,-0.0346095699831,-0.00925713946755,0.456448286208
1583763073477752493,-0.0346412319289,-0.00966552488639,0.477302692071
1583763073578496155,-0.0348299722729,-0.00965376134363,0.498416425683
1583763073677544570,-0.0349674073473,-0.00991639615659,0.519003038298
1583763073777870447,-0.0351775756972,-0.0104091884977,0.539743681356
1583763073877902737,-0.034888490276,-0.0103969417113,0.56145978934
1583763073977771417,-0.0349710762476,-0.0107994902433,0.58256454769
1583763074077973525,-0.0351037920497,-0.0109577474806,0.60222582596
1583763074178136248,-0.0348101221475,-0.010888409908,0.612455855206
1583763074278375191,-0.0350698223193,-0.0103593066306,0.616424726562
1583763074378059222,-0.0349784424653,-0.00920495851687,0.618334303256
1583763074477552836,-0.0348721021427,-0.00883166734291,0.619718031515
1583763074578075909,-0.0348803970402,-0.00843669141199,0.62025074005
1583763074677749964,-0.034998326586,-0.00839269967753,0.620636530815
1583763074779353894,-0.0350025248734,-0.00800457641032,0.620746016206
1583763074878046417,-0.0351931360288,-0.00819752621487,0.620866431874
1583763074978818388,-0.0353050123222,-0.00854615944094,0.620873045571
1583763075077395858,-0.0353400587008,-0.0090459371597,0.62103557421
1583763075178045406,-0.0353730608793,-0.00954808775943,0.621044605945
1583763075277557977,-0.0352526223592,-0.00997356299571,0.620935272682
1583763075378410695,-0.0354017707034,-0.0104361701068,0.62106046493
1583763075477505015,-0.0355136931017,-0.0107847989792,0.621067240514
1583763075577531116,-0.0355094019559,-0.0111707321134,0.62107407042
1583763075678275360,-0.0355051134363,-0.0115566644745,0.621080898687
1583763075778258792,-0.0355008281111,-0.0119425978071,0.621087725349
1583763075877382247,-0.0355754055229,-0.0121773072985,0.620976087738
1583763075978048342,-0.0356500722241,-0.0124074269427,0.621096903604
1583763076077861316,-0.035571168131,-0.0125609425523,0.621099144703
1583763076177828859,-0.035529574818,-0.0128306655786,0.621103675661
1583763076277874083,-0.0354133586378,-0.0128679750689,0.621103590574
1583763076377923952,-0.0353717680952,-0.0131376979333,0.62110809388
1583763076477327938,-0.0353343572247,-0.0130237876072,0.620989576668
1583763076578342997,-0.0354878848968,-0.0131026945513,0.620991977078
1583763076677532526,-0.0354089715651,-0.0132562090872,0.620994178218
1583763076778126239,-0.0352927507293,-0.0132935132782,0.620994066023
1583763076877643393,-0.0353674926389,-0.0135236266963,0.621114891467
1583763076978193426,-0.0353676187025,-0.013521319286,0.621231105789
1583763077077873958,-0.0355584714592,-0.0137164046791,0.621235865501
1583763077178230063,-0.0356746830593,-0.013679087572,0.621235997029
1583763077277461029,-0.0358282150223,-0.0137579707627,0.621238460809
1583763077378337286,-0.0359468992483,-0.0137184348333,0.621392127313
1583763077477599185,-0.0360257807789,-0.0135649057491,0.621389902632
1583763077577877319,-0.0361419929893,-0.0135275784666,0.621390016459
1583763077677721314,-0.0360257807789,-0.0135649057491,0.621389902632
1583763077778015110,-0.0360606384703,-0.0136833358109,0.621238714287
1583763077877526515,-0.0360629894741,-0.0136834581634,0.621276037087
1583763077978283336,-0.0359444277716,-0.0137206529752,0.621238589718
1583763078077872457,-0.0358306847838,-0.0137557630123,0.621391998753
1583763078178821551,-0.0356771407142,-0.0136768884945,0.621389535117
1583763078277660369,-0.0354447138085,-0.0137515435439,0.621389268416
1583763078378037302,-0.0353261896699,-0.0137887290965,0.62135179955
1583763078477514359,-0.035209835012,-0.0138283563097,0.621235444892
1583763078577879137,-0.0351334028447,-0.0139797297534,0.621391136296
1583763078678131053,-0.0352122858055,-0.0138261987987,0.621388984359
1583763078778252613,-0.0352122858055,-0.0138261987987,0.621388984359
1583763078877668101,-0.035249617188,-0.013942401838,0.621391290886
1583763078978374227,-0.0352869488445,-0.0140586046206,0.621393601752
1583763079077643072,-0.0353242807757,-0.0141748071454,0.621395916956
1583763079178662902,-0.0354406547587,-0.0141351556898,0.621512290939
1583763079277828661,-0.0353244451651,-0.0141724900379,0.621512128857
1583763079378430444,-0.0352082352961,-0.0142098244336,0.621511962436
1583763079477680789,-0.035054687034,-0.0141309602601,0.621509488643
1583763079578361354,-0.034975637327,-0.0142867923114,0.62139540385
1583763079677505631,-0.035010482517,-0.0144051146773,0.621244163915
1583763079778199486,-0.0350503024111,-0.0145191978623,0.621400010955
1583763079877462599,-0.0351665170385,-0.0144818690024,0.621400198437
1583763079978188043,-0.0351665170385,-0.0144818690024,0.621400198437
1583763080078358850,-0.0350478048044,-0.0145213156047,0.621246469427
1583763080178239258,-0.0350478048044,-0.0145213156047,0.621246469427
1583763080277613646,-0.035126695494,-0.014367796422,0.621244345683
1583763080377826913,-0.035126695494,-0.014367796422,0.621244345683
1583763080477642999,-0.0352080665675,-0.0142121354875,0.62139575026
1583763080578794102,-0.0353242807757,-0.0141748071454,0.621395916956
1583763080677946631,-0.0352455736225,-0.0143260225783,0.621514275859
1583763080778167337,-0.035245398841,-0.0143283379672,0.62139806375
1583763080877521807,-0.0353989454652,-0.0144072114175,0.621400560382
1583763080978322735,-0.0353989454652,-0.0144072114175,0.621400560382
1583763081077413198,-0.0353200642155,-0.0145607421467,0.621402703747
1583763081177997581,-0.0353200642155,-0.0145607421467,0.621402703747
1583763081278326920,-0.035320251103,-0.014558418088,0.621518915725
1583763081378129531,-0.0353991219605,-0.0144048856402,0.621516772149
1583763081477725032,-0.0353991219605,-0.0144048856402,0.621516772149
1583763081578016489,-0.0355153314196,-0.0143675508632,0.621516946336
1583763081677349134,-0.035436278225,-0.0145234131628,0.621402888603
1583763081778128528,-0.0354736118321,-0.0146396164194,0.621405221199
1583763081877675390,-0.0355109451479,-0.0147558176399,0.621407558099
1583763081978348510,-0.0355484794497,-0.0148696754795,0.621526110844
1583763082077537799,-0.0357020285094,-0.0149485359828,0.621528660807
1583763082178246442,-0.0358929178026,-0.0151435912216,0.621533589173
1583763082277561349,-0.0359302584479,-0.0152597863438,0.621535959811
1583763082378155863,-0.0359302584479,-0.0152597863438,0.621535959811
1583763082477656294,-0.0359302584479,-0.0152597863438,0.621535959811
1583763082578059358,-0.0359678213838,-0.0153736043612,0.621654541073
1583763082677473661,-0.035967599377,-0.0153759811964,0.621538334789
1583763082778158621,-0.0359302584479,-0.0152597863438,0.621535959811
1583763082877595152,-0.0359304744028,-0.015257413844,0.621652166159
1583763082978590349,-0.0359302584479,-0.0152597863438,0.621535959811
1583763083077447699,-0.0358513907805,-0.0154133178742,0.62153811047
1583763083177860841,-0.0358513907805,-0.0154133178742,0.62153811047
1583763083277559535,-0.035697840846,-0.0153344593062,0.621535518938
1583763083377964558,-0.0357001458173,-0.015156234666,0.616397289286
1583763083477910051,-0.0352358904257,-0.014800392133,0.599125770634
1583763083580383652,-0.0351461367669,-0.013580303511,0.58071988336
1583763083677511642,-0.0347679503546,-0.0122254580512,0.560451008934
1583763083777938303,-0.0346497123098,-0.0116891268435,0.540148671597
1583763083877873753,-0.0346497123098,-0.0116891268435,0.540148671597
1583763083977833052,-0.0341853112147,-0.0105655811848,0.498932273841
1583763084077508100,-0.033934932772,-0.0103077213313,0.479294785082
1583763084178020694,-0.033774835991,-0.0104080990864,0.45933714926
1583763084277652752,-0.0340513392046,-0.0107916120143,0.438938552687
1583763084378012130,-0.0340634918476,-0.0111018286955,0.419212167822
1583763084477448759,-0.0341571492291,-0.0112961828756,0.397881169553
1583763084578008551,-0.0341301981378,-0.0115224383003,0.376239889121
1583763084677617400,-0.0338437180236,-0.011667678293,0.354902923352
1583763084779063814,-0.0338184732607,-0.0118804803608,0.333950515769
1583763084877888132,-0.0336708829162,-0.0121211003768,0.312557305195
1583763084978076306,-0.0333848570689,-0.0122520971277,0.291440360546
1583763085077530136,-0.0332018069595,-0.0122443146925,0.270098524998
1583763085177912713,-0.0330252750629,-0.012234103873,0.248806023786
1583763085278433981,-0.0330134254456,-0.0125726501933,0.227413811018
1583763085377856128,-0.0328902481211,-0.0130438582819,0.206172558842
1583763085477386502,-0.0331139389,-0.0133602630899,0.184834875253
1583763085578245412,-0.0330717283711,-0.0134593448937,0.163514077323
1583763085677853118,-0.0331626859263,-0.0136698383314,0.142337103919
1583763085778126585,-0.0332423996298,-0.0137652452474,0.12092358044
1583763085877593152,-0.0330800365355,-0.0137445311239,0.100138056678
1583763085977840284,-0.0331540127658,-0.0136039263597,0.0785043173404
1583763086078191902,-0.0332358685185,-0.0134644501161,0.057002410249
1583763086178287705,-0.0332080668897,-0.013444383024,0.0359969597176
1583763086277505311,-0.0331964273768,-0.0136450535855,0.0164644754793
1583763086378156618,-0.033062855188,-0.0138469641016,-0.00306756443378
1583763086477923521,-0.033169566924,-0.013697799078,-0.0234591166152
1583763086578266106,-0.0335195212401,-0.0135761701309,-0.0449500783213
1583763086677452214,-0.0335202611627,-0.0133156508952,-0.0655971522862
1583763086778227197,-0.0336380368863,-0.013309260439,-0.0864869986087
